caseID,activity,startTime,endTime
246,a,0:49:16,0:49:17
246,e,0:49:17,0:49:18
246,j,0:49:18,0:49:19
246,b,0:49:19,0:49:20
246,g,0:49:20,0:49:21
246,e,0:49:21,0:49:22
246,j,0:49:22,0:49:23
246,b,0:49:23,0:49:24
246,f,0:49:24,0:49:25
246,n,0:49:25,0:49:26
246,m,0:49:26,0:49:27
246,o,0:49:27,0:49:28
247,a,0:49:28,0:49:29
247,e,0:49:29,0:49:30
247,j,0:49:30,0:49:31
247,g,0:49:31,0:49:32
247,h,0:49:32,0:49:33
247,e,0:49:33,0:49:34
247,f,0:49:34,0:49:35
247,k,0:49:35,0:49:36
247,l,0:49:36,0:49:37
247,n,0:49:37,0:49:38
247,o,0:49:38,0:49:39
248,a,0:49:39,0:49:40
248,e,0:49:40,0:49:41
248,j,0:49:41,0:49:42
248,c,0:49:42,0:49:43
248,h,0:49:43,0:49:44
248,i,0:49:44,0:49:45
248,g,0:49:45,0:49:46
248,f,0:49:46,0:49:47
248,d,0:49:47,0:49:48
248,n,0:49:48,0:49:49
248,o,0:49:49,0:49:50
249,a,0:49:50,0:49:51
249,h,0:49:51,0:49:52
249,d,0:49:52,0:49:53
249,e,0:49:53,0:49:54
249,b,0:49:54,0:49:55
249,f,0:49:55,0:49:56
249,k,0:49:56,0:49:57
249,d,0:49:57,0:49:58
249,n,0:49:58,0:49:59
249,o,0:49:59,0:50:00
250,a,0:50:00,0:50:01
250,g,0:50:01,0:50:02
250,c,0:50:02,0:50:03
250,b,0:50:03,0:50:04
250,c,0:50:04,0:50:05
250,h,0:50:05,0:50:06
250,k,0:50:06,0:50:07
250,f,0:50:07,0:50:08
250,n,0:50:08,0:50:09
250,o,0:50:09,0:50:10
251,a,0:50:10,0:50:11
251,e,0:50:11,0:50:12
251,g,0:50:12,0:50:13
251,j,0:50:13,0:50:14
251,h,0:50:14,0:50:15
251,b,0:50:15,0:50:16
251,c,0:50:16,0:50:17
251,i,0:50:17,0:50:18
251,k,0:50:18,0:50:19
251,f,0:50:19,0:50:20
251,e,0:50:20,0:50:21
251,n,0:50:21,0:50:22
251,e,0:50:22,0:50:23
251,o,0:50:23,0:50:24
252,a,0:50:24,0:50:25
252,c,0:50:25,0:50:26
252,j,0:50:26,0:50:27
252,g,0:50:27,0:50:28
252,e,0:50:28,0:50:29
252,h,0:50:29,0:50:30
252,b,0:50:30,0:50:31
252,k,0:50:31,0:50:32
252,f,0:50:32,0:50:33
252,d,0:50:33,0:50:34
252,n,0:50:34,0:50:35
252,o,0:50:35,0:50:36
253,a,0:50:36,0:50:37
253,e,0:50:37,0:50:38
253,j,0:50:38,0:50:39
253,g,0:50:39,0:50:40
253,h,0:50:40,0:50:41
253,j,0:50:41,0:50:42
253,f,0:50:42,0:50:43
253,l,0:50:43,0:50:44
253,d,0:50:44,0:50:45
253,d,0:50:45,0:50:46
253,n,0:50:46,0:50:47
253,o,0:50:47,0:50:48
254,a,0:50:48,0:50:49
254,e,0:50:49,0:50:50
254,h,0:50:50,0:50:51
254,k,0:50:51,0:50:52
254,d,0:50:52,0:50:53
254,f,0:50:53,0:50:54
254,d,0:50:54,0:50:55
254,n,0:50:55,0:50:56
254,o,0:50:56,0:50:57
255,a,0:50:57,0:50:58
255,c,0:50:58,0:50:59
255,j,0:50:59,0:51:00
255,h,0:51:00,0:51:01
255,k,0:51:01,0:51:02
255,f,0:51:02,0:51:03
255,n,0:51:03,0:51:04
255,o,0:51:04,0:51:05
256,a,0:51:05,0:51:06
256,j,0:51:06,0:51:07
256,e,0:51:07,0:51:08
256,h,0:51:08,0:51:09
256,f,0:51:09,0:51:10
256,d,0:51:10,0:51:11
256,d,0:51:11,0:51:12
256,n,0:51:12,0:51:13
256,o,0:51:13,0:51:14
257,a,0:51:14,0:51:15
257,e,0:51:15,0:51:16
257,g,0:51:16,0:51:17
257,b,0:51:17,0:51:18
257,j,0:51:18,0:51:19
257,h,0:51:19,0:51:20
257,c,0:51:20,0:51:21
257,f,0:51:21,0:51:22
257,d,0:51:22,0:51:23
257,n,0:51:23,0:51:24
257,o,0:51:24,0:51:25
258,a,0:51:25,0:51:26
258,j,0:51:26,0:51:27
258,b,0:51:27,0:51:28
258,i,0:51:28,0:51:29
258,g,0:51:29,0:51:30
258,h,0:51:30,0:51:31
258,e,0:51:31,0:51:32
258,k,0:51:32,0:51:33
258,f,0:51:33,0:51:34
258,d,0:51:34,0:51:35
258,n,0:51:35,0:51:36
258,o,0:51:36,0:51:37
259,a,0:51:37,0:51:38
259,c,0:51:38,0:51:39
259,e,0:51:39,0:51:40
259,j,0:51:40,0:51:41
259,c,0:51:41,0:51:42
259,d,0:51:42,0:51:43
259,c,0:51:43,0:51:44
259,h,0:51:44,0:51:45
259,k,0:51:45,0:51:46
259,k,0:51:46,0:51:47
259,f,0:51:47,0:51:48
259,d,0:51:48,0:51:49
259,n,0:51:49,0:51:50
259,o,0:51:50,0:51:51
260,a,0:51:51,0:51:52
260,j,0:51:52,0:51:53
260,i,0:51:53,0:51:54
260,g,0:51:54,0:51:55
260,i,0:51:55,0:51:56
260,c,0:51:56,0:51:57
260,e,0:51:57,0:51:58
260,h,0:51:58,0:51:59
260,i,0:51:59,0:52:00
260,k,0:52:00,0:52:01
260,f,0:52:01,0:52:02
260,d,0:52:02,0:52:03
260,d,0:52:03,0:52:04
260,o,0:52:04,0:52:05
261,a,0:52:05,0:52:06
261,c,0:52:06,0:52:07
261,h,0:52:07,0:52:08
261,b,0:52:08,0:52:09
261,f,0:52:09,0:52:10
261,d,0:52:10,0:52:11
261,n,0:52:11,0:52:12
261,e,0:52:12,0:52:13
261,o,0:52:13,0:52:14
262,a,0:52:14,0:52:15
262,j,0:52:15,0:52:16
262,c,0:52:16,0:52:17
262,h,0:52:17,0:52:18
262,c,0:52:18,0:52:19
262,g,0:52:19,0:52:20
262,e,0:52:20,0:52:21
262,f,0:52:21,0:52:22
262,d,0:52:22,0:52:23
262,e,0:52:23,0:52:24
262,n,0:52:24,0:52:25
262,o,0:52:25,0:52:26
263,a,0:52:26,0:52:27
263,c,0:52:27,0:52:28
263,h,0:52:28,0:52:29
263,d,0:52:29,0:52:30
263,g,0:52:30,0:52:31
263,d,0:52:31,0:52:32
263,f,0:52:32,0:52:33
263,d,0:52:33,0:52:34
263,n,0:52:34,0:52:35
263,o,0:52:35,0:52:36
264,a,0:52:36,0:52:37
264,c,0:52:37,0:52:38
264,j,0:52:38,0:52:39
264,g,0:52:39,0:52:40
264,d,0:52:40,0:52:41
264,h,0:52:41,0:52:42
264,c,0:52:42,0:52:43
264,c,0:52:43,0:52:44
264,f,0:52:44,0:52:45
264,e,0:52:45,0:52:46
264,d,0:52:46,0:52:47
264,n,0:52:47,0:52:48
264,l,0:52:48,0:52:49
264,o,0:52:49,0:52:50
265,a,0:52:50,0:52:51
265,c,0:52:51,0:52:52
265,j,0:52:52,0:52:53
265,c,0:52:53,0:52:54
265,h,0:52:54,0:52:55
265,c,0:52:55,0:52:56
265,i,0:52:56,0:52:57
265,f,0:52:57,0:52:58
265,d,0:52:58,0:52:59
265,e,0:52:59,0:53:00
265,n,0:53:00,0:53:01
265,o,0:53:01,0:53:02
266,a,0:53:02,0:53:03
266,c,0:53:03,0:53:04
266,j,0:53:04,0:53:05
266,h,0:53:05,0:53:06
266,k,0:53:06,0:53:07
266,f,0:53:07,0:53:08
266,e,0:53:08,0:53:09
266,d,0:53:09,0:53:10
266,e,0:53:10,0:53:11
266,n,0:53:11,0:53:12
266,o,0:53:12,0:53:13
267,a,0:53:13,0:53:14
267,c,0:53:14,0:53:15
267,e,0:53:15,0:53:16
267,i,0:53:16,0:53:17
267,j,0:53:17,0:53:18
267,g,0:53:18,0:53:19
267,h,0:53:19,0:53:20
267,g,0:53:20,0:53:21
267,k,0:53:21,0:53:22
267,e,0:53:22,0:53:23
267,f,0:53:23,0:53:24
267,e,0:53:24,0:53:25
267,n,0:53:25,0:53:26
267,d,0:53:26,0:53:27
267,o,0:53:27,0:53:28
268,a,0:53:28,0:53:29
268,b,0:53:29,0:53:30
268,i,0:53:30,0:53:31
268,i,0:53:31,0:53:32
268,c,0:53:32,0:53:33
268,h,0:53:33,0:53:34
268,f,0:53:34,0:53:35
268,b,0:53:35,0:53:36
268,d,0:53:36,0:53:37
268,n,0:53:37,0:53:38
268,c,0:53:38,0:53:39
268,e,0:53:39,0:53:40
268,o,0:53:40,0:53:41
269,a,0:53:41,0:53:42
269,c,0:53:42,0:53:43
269,e,0:53:43,0:53:44
269,h,0:53:44,0:53:45
269,j,0:53:45,0:53:46
269,b,0:53:46,0:53:47
269,f,0:53:47,0:53:48
269,d,0:53:48,0:53:49
269,n,0:53:49,0:53:50
269,o,0:53:50,0:53:51
270,a,0:53:51,0:53:52
270,b,0:53:52,0:53:53
270,c,0:53:53,0:53:54
270,j,0:53:54,0:53:55
270,e,0:53:55,0:53:56
270,h,0:53:56,0:53:57
270,g,0:53:57,0:53:58
270,d,0:53:58,0:53:59
270,e,0:53:59,0:54:00
270,f,0:54:00,0:54:01
270,e,0:54:01,0:54:02
270,n,0:54:02,0:54:03
270,o,0:54:03,0:54:04
271,a,0:54:04,0:54:05
271,j,0:54:05,0:54:06
271,d,0:54:06,0:54:07
271,h,0:54:07,0:54:08
271,d,0:54:08,0:54:09
271,f,0:54:09,0:54:10
271,n,0:54:10,0:54:11
271,d,0:54:11,0:54:12
271,o,0:54:12,0:54:13
272,a,0:54:13,0:54:14
272,g,0:54:14,0:54:15
272,h,0:54:15,0:54:16
272,f,0:54:16,0:54:17
272,d,0:54:17,0:54:18
272,d,0:54:18,0:54:19
272,n,0:54:19,0:54:20
272,o,0:54:20,0:54:21
273,a,0:54:21,0:54:22
273,c,0:54:22,0:54:23
273,j,0:54:23,0:54:24
273,e,0:54:24,0:54:25
273,i,0:54:25,0:54:26
273,c,0:54:26,0:54:27
273,c,0:54:27,0:54:28
273,h,0:54:28,0:54:29
273,k,0:54:29,0:54:30
273,e,0:54:30,0:54:31
273,d,0:54:31,0:54:32
273,n,0:54:32,0:54:33
273,o,0:54:33,0:54:34
274,a,0:54:34,0:54:35
274,b,0:54:35,0:54:36
274,e,0:54:36,0:54:37
274,g,0:54:37,0:54:38
274,h,0:54:38,0:54:39
274,g,0:54:39,0:54:40
274,j,0:54:40,0:54:41
274,f,0:54:41,0:54:42
274,d,0:54:42,0:54:43
274,n,0:54:43,0:54:44
274,d,0:54:44,0:54:45
274,o,0:54:45,0:54:46
275,a,0:54:46,0:54:47
275,c,0:54:47,0:54:48
275,b,0:54:48,0:54:49
275,c,0:54:49,0:54:50
275,h,0:54:50,0:54:51
275,e,0:54:51,0:54:52
275,e,0:54:52,0:54:53
275,f,0:54:53,0:54:54
275,d,0:54:54,0:54:55
275,n,0:54:55,0:54:56
275,o,0:54:56,0:54:57
276,a,0:54:57,0:54:58
276,g,0:54:58,0:54:59
276,e,0:54:59,0:55:00
276,h,0:55:00,0:55:01
276,k,0:55:01,0:55:02
276,f,0:55:02,0:55:03
276,d,0:55:03,0:55:04
276,n,0:55:04,0:55:05
276,o,0:55:05,0:55:06
277,a,0:55:06,0:55:07
277,e,0:55:07,0:55:08
277,c,0:55:08,0:55:09
277,h,0:55:09,0:55:10
277,i,0:55:10,0:55:11
277,e,0:55:11,0:55:12
277,f,0:55:12,0:55:13
277,d,0:55:13,0:55:14
277,n,0:55:14,0:55:15
277,o,0:55:15,0:55:16
278,a,0:55:16,0:55:17
278,c,0:55:17,0:55:18
278,c,0:55:18,0:55:19
278,j,0:55:19,0:55:20
278,g,0:55:20,0:55:21
278,h,0:55:21,0:55:22
278,k,0:55:22,0:55:23
278,d,0:55:23,0:55:24
278,f,0:55:24,0:55:25
278,d,0:55:25,0:55:26
278,n,0:55:26,0:55:27
278,o,0:55:27,0:55:28
279,a,0:55:28,0:55:29
279,e,0:55:29,0:55:30
279,j,0:55:30,0:55:31
279,g,0:55:31,0:55:32
279,c,0:55:32,0:55:33
279,e,0:55:33,0:55:34
279,j,0:55:34,0:55:35
279,f,0:55:35,0:55:36
279,l,0:55:36,0:55:37
279,e,0:55:37,0:55:38
279,d,0:55:38,0:55:39
279,n,0:55:39,0:55:40
279,o,0:55:40,0:55:41
280,a,0:55:41,0:55:42
280,e,0:55:42,0:55:43
280,j,0:55:43,0:55:44
280,g,0:55:44,0:55:45
280,e,0:55:45,0:55:46
280,d,0:55:46,0:55:47
280,f,0:55:47,0:55:48
280,i,0:55:48,0:55:49
280,d,0:55:49,0:55:50
280,n,0:55:50,0:55:51
280,d,0:55:51,0:55:52
280,m,0:55:52,0:55:53
280,o,0:55:53,0:55:54
281,a,0:55:54,0:55:55
281,e,0:55:55,0:55:56
281,e,0:55:56,0:55:57
281,j,0:55:57,0:55:58
281,g,0:55:58,0:55:59
281,h,0:55:59,0:56:00
281,f,0:56:00,0:56:01
281,e,0:56:01,0:56:02
281,l,0:56:02,0:56:03
281,n,0:56:03,0:56:04
281,o,0:56:04,0:56:05
282,a,0:56:05,0:56:06
282,e,0:56:06,0:56:07
282,j,0:56:07,0:56:08
282,b,0:56:08,0:56:09
282,h,0:56:09,0:56:10
282,k,0:56:10,0:56:11
282,f,0:56:11,0:56:12
282,m,0:56:12,0:56:13
282,d,0:56:13,0:56:14
282,n,0:56:14,0:56:15
282,o,0:56:15,0:56:16
283,a,0:56:16,0:56:17
283,e,0:56:17,0:56:18
283,j,0:56:18,0:56:19
283,c,0:56:19,0:56:20
283,g,0:56:20,0:56:21
283,i,0:56:21,0:56:22
283,d,0:56:22,0:56:23
283,h,0:56:23,0:56:24
283,k,0:56:24,0:56:25
283,f,0:56:25,0:56:26
283,k,0:56:26,0:56:27
283,i,0:56:27,0:56:28
283,n,0:56:28,0:56:29
283,o,0:56:29,0:56:30
284,a,0:56:30,0:56:31
284,c,0:56:31,0:56:32
284,j,0:56:32,0:56:33
284,b,0:56:33,0:56:34
284,h,0:56:34,0:56:35
284,k,0:56:35,0:56:36
284,i,0:56:36,0:56:37
284,f,0:56:37,0:56:38
284,e,0:56:38,0:56:39
284,d,0:56:39,0:56:40
284,n,0:56:40,0:56:41
284,o,0:56:41,0:56:42
285,a,0:56:42,0:56:43
285,c,0:56:43,0:56:44
285,j,0:56:44,0:56:45
285,e,0:56:45,0:56:46
285,c,0:56:46,0:56:47
285,h,0:56:47,0:56:48
285,c,0:56:48,0:56:49
285,e,0:56:49,0:56:50
285,f,0:56:50,0:56:51
285,b,0:56:51,0:56:52
285,d,0:56:52,0:56:53
285,n,0:56:53,0:56:54
285,c,0:56:54,0:56:55
285,e,0:56:55,0:56:56
285,o,0:56:56,0:56:57
286,a,0:56:57,0:56:58
286,e,0:56:58,0:56:59
286,c,0:56:59,0:57:00
286,j,0:57:00,0:57:01
286,h,0:57:01,0:57:02
286,k,0:57:02,0:57:03
286,g,0:57:03,0:57:04
286,i,0:57:04,0:57:05
286,f,0:57:05,0:57:06
286,d,0:57:06,0:57:07
286,n,0:57:07,0:57:08
286,o,0:57:08,0:57:09
287,a,0:57:09,0:57:10
287,e,0:57:10,0:57:11
287,b,0:57:11,0:57:12
287,i,0:57:12,0:57:13
287,g,0:57:13,0:57:14
287,c,0:57:14,0:57:15
287,c,0:57:15,0:57:16
287,h,0:57:16,0:57:17
287,j,0:57:17,0:57:18
287,f,0:57:18,0:57:19
287,k,0:57:19,0:57:20
287,d,0:57:20,0:57:21
287,n,0:57:21,0:57:22
287,d,0:57:22,0:57:23
287,o,0:57:23,0:57:24
288,a,0:57:24,0:57:25
288,e,0:57:25,0:57:26
288,j,0:57:26,0:57:27
288,e,0:57:27,0:57:28
288,h,0:57:28,0:57:29
288,k,0:57:29,0:57:30
288,f,0:57:30,0:57:31
288,d,0:57:31,0:57:32
288,d,0:57:32,0:57:33
288,n,0:57:33,0:57:34
288,o,0:57:34,0:57:35
289,a,0:57:35,0:57:36
289,e,0:57:36,0:57:37
289,j,0:57:37,0:57:38
289,g,0:57:38,0:57:39
289,f,0:57:39,0:57:40
289,k,0:57:40,0:57:41
289,d,0:57:41,0:57:42
289,n,0:57:42,0:57:43
289,e,0:57:43,0:57:44
289,o,0:57:44,0:57:45
290,a,0:57:45,0:57:46
290,c,0:57:46,0:57:47
290,c,0:57:47,0:57:48
290,h,0:57:48,0:57:49
290,e,0:57:49,0:57:50
290,f,0:57:50,0:57:51
290,d,0:57:51,0:57:52
290,e,0:57:52,0:57:53
290,d,0:57:53,0:57:54
290,n,0:57:54,0:57:55
290,m,0:57:55,0:57:56
290,o,0:57:56,0:57:57
291,a,0:57:57,0:57:58
291,c,0:57:58,0:57:59
291,e,0:57:59,0:58:00
291,h,0:58:00,0:58:01
291,j,0:58:01,0:58:02
291,c,0:58:02,0:58:03
291,k,0:58:03,0:58:04
291,g,0:58:04,0:58:05
291,e,0:58:05,0:58:06
291,f,0:58:06,0:58:07
291,d,0:58:07,0:58:08
291,d,0:58:08,0:58:09
291,n,0:58:09,0:58:10
291,o,0:58:10,0:58:11
292,a,0:58:11,0:58:12
292,e,0:58:12,0:58:13
292,j,0:58:13,0:58:14
292,c,0:58:14,0:58:15
292,h,0:58:15,0:58:16
292,e,0:58:16,0:58:17
292,j,0:58:17,0:58:18
292,f,0:58:18,0:58:19
292,d,0:58:19,0:58:20
292,o,0:58:20,0:58:21
293,a,0:58:21,0:58:22
293,j,0:58:22,0:58:23
293,b,0:58:23,0:58:24
293,h,0:58:24,0:58:25
293,e,0:58:25,0:58:26
293,f,0:58:26,0:58:27
293,k,0:58:27,0:58:28
293,n,0:58:28,0:58:29
293,o,0:58:29,0:58:30
294,a,0:58:30,0:58:31
294,c,0:58:31,0:58:32
294,e,0:58:32,0:58:33
294,j,0:58:33,0:58:34
294,g,0:58:34,0:58:35
294,h,0:58:35,0:58:36
294,f,0:58:36,0:58:37
294,m,0:58:37,0:58:38
294,n,0:58:38,0:58:39
294,o,0:58:39,0:58:40
295,a,0:58:40,0:58:41
295,e,0:58:41,0:58:42
295,j,0:58:42,0:58:43
295,i,0:58:43,0:58:44
295,g,0:58:44,0:58:45
295,h,0:58:45,0:58:46
295,k,0:58:46,0:58:47
295,b,0:58:47,0:58:48
295,e,0:58:48,0:58:49
295,f,0:58:49,0:58:50
295,d,0:58:50,0:58:51
295,d,0:58:51,0:58:52
295,l,0:58:52,0:58:53
295,n,0:58:53,0:58:54
295,o,0:58:54,0:58:55
296,a,0:58:55,0:58:56
296,c,0:58:56,0:58:57
296,j,0:58:57,0:58:58
296,g,0:58:58,0:58:59
296,h,0:58:59,0:59:00
296,k,0:59:00,0:59:01
296,f,0:59:01,0:59:02
296,n,0:59:02,0:59:03
296,e,0:59:03,0:59:04
296,o,0:59:04,0:59:05
297,a,0:59:05,0:59:06
297,c,0:59:06,0:59:07
297,j,0:59:07,0:59:08
297,i,0:59:08,0:59:09
297,h,0:59:09,0:59:10
297,c,0:59:10,0:59:11
297,k,0:59:11,0:59:12
297,g,0:59:12,0:59:13
297,f,0:59:13,0:59:14
297,d,0:59:14,0:59:15
297,e,0:59:15,0:59:16
297,n,0:59:16,0:59:17
297,o,0:59:17,0:59:18
298,a,0:59:18,0:59:19
298,c,0:59:19,0:59:20
298,b,0:59:20,0:59:21
298,j,0:59:21,0:59:22
298,g,0:59:22,0:59:23
298,c,0:59:23,0:59:24
298,h,0:59:24,0:59:25
298,c,0:59:25,0:59:26
298,f,0:59:26,0:59:27
298,e,0:59:27,0:59:28
298,d,0:59:28,0:59:29
298,n,0:59:29,0:59:30
298,e,0:59:30,0:59:31
298,o,0:59:31,0:59:32
299,a,0:59:32,0:59:33
299,j,0:59:33,0:59:34
299,i,0:59:34,0:59:35
299,g,0:59:35,0:59:36
299,e,0:59:36,0:59:37
299,g,0:59:37,0:59:38
299,e,0:59:38,0:59:39
299,f,0:59:39,0:59:40
299,d,0:59:40,0:59:41
299,c,0:59:41,0:59:42
299,l,0:59:42,0:59:43
299,n,0:59:43,0:59:44
299,o,0:59:44,0:59:45
300,a,0:59:45,0:59:46
300,e,0:59:46,0:59:47
300,e,0:59:47,0:59:48
300,j,0:59:48,0:59:49
300,b,0:59:49,0:59:50
300,i,0:59:50,0:59:51
300,g,0:59:51,0:59:52
300,c,0:59:52,0:59:53
300,c,0:59:53,0:59:54
300,h,0:59:54,0:59:55
300,d,0:59:55,0:59:56
300,j,0:59:56,0:59:57
300,b,0:59:57,0:59:58
300,f,0:59:58,0:59:59
300,d,0:59:59,1:00:00
300,d,1:00:00,1:00:01
300,n,1:00:01,1:00:02
300,o,1:00:02,1:00:03
301,a,1:00:03,1:00:04
301,c,1:00:04,1:00:05
301,b,1:00:05,1:00:06
301,i,1:00:06,1:00:07
301,j,1:00:07,1:00:08
301,g,1:00:08,1:00:09
301,c,1:00:09,1:00:10
301,d,1:00:10,1:00:11
301,e,1:00:11,1:00:12
301,h,1:00:12,1:00:13
301,c,1:00:13,1:00:14
301,c,1:00:14,1:00:15
301,g,1:00:15,1:00:16
301,c,1:00:16,1:00:17
301,f,1:00:17,1:00:18
301,d,1:00:18,1:00:19
301,n,1:00:19,1:00:20
301,l,1:00:20,1:00:21
301,o,1:00:21,1:00:22
302,a,1:00:22,1:00:23
302,c,1:00:23,1:00:24
302,b,1:00:24,1:00:25
302,j,1:00:25,1:00:26
302,c,1:00:26,1:00:27
302,c,1:00:27,1:00:28
302,d,1:00:28,1:00:29
302,h,1:00:29,1:00:30
302,d,1:00:30,1:00:31
302,f,1:00:31,1:00:32
302,d,1:00:32,1:00:33
302,n,1:00:33,1:00:34
302,o,1:00:34,1:00:35
303,a,1:00:35,1:00:36
303,b,1:00:36,1:00:37
303,j,1:00:37,1:00:38
303,g,1:00:38,1:00:39
303,c,1:00:39,1:00:40
303,h,1:00:40,1:00:41
303,k,1:00:41,1:00:42
303,e,1:00:42,1:00:43
303,e,1:00:43,1:00:44
303,f,1:00:44,1:00:45
303,n,1:00:45,1:00:46
303,o,1:00:46,1:00:47
304,a,1:00:47,1:00:48
304,g,1:00:48,1:00:49
304,c,1:00:49,1:00:50
304,h,1:00:50,1:00:51
304,i,1:00:51,1:00:52
304,g,1:00:52,1:00:53
304,j,1:00:53,1:00:54
304,f,1:00:54,1:00:55
304,d,1:00:55,1:00:56
304,d,1:00:56,1:00:57
304,n,1:00:57,1:00:58
304,e,1:00:58,1:00:59
304,o,1:00:59,1:01:00
305,a,1:01:00,1:01:01
305,j,1:01:01,1:01:02
305,e,1:01:02,1:01:03
305,b,1:01:03,1:01:04
305,h,1:01:04,1:01:05
305,e,1:01:05,1:01:06
305,d,1:01:06,1:01:07
305,f,1:01:07,1:01:08
305,d,1:01:08,1:01:09
305,n,1:01:09,1:01:10
305,e,1:01:10,1:01:11
305,o,1:01:11,1:01:12
306,a,1:01:12,1:01:13
306,b,1:01:13,1:01:14
306,j,1:01:14,1:01:15
306,e,1:01:15,1:01:16
306,h,1:01:16,1:01:17
306,f,1:01:17,1:01:18
306,n,1:01:18,1:01:19
306,o,1:01:19,1:01:20
307,a,1:01:20,1:01:21
307,c,1:01:21,1:01:22
307,c,1:01:22,1:01:23
307,j,1:01:23,1:01:24
307,h,1:01:24,1:01:25
307,e,1:01:25,1:01:26
307,e,1:01:26,1:01:27
307,f,1:01:27,1:01:28
307,e,1:01:28,1:01:29
307,d,1:01:29,1:01:30
307,e,1:01:30,1:01:31
307,o,1:01:31,1:01:32
308,a,1:01:32,1:01:33
308,c,1:01:33,1:01:34
308,b,1:01:34,1:01:35
308,j,1:01:35,1:01:36
308,c,1:01:36,1:01:37
308,h,1:01:37,1:01:38
308,i,1:01:38,1:01:39
308,g,1:01:39,1:01:40
308,f,1:01:40,1:01:41
308,d,1:01:41,1:01:42
308,n,1:01:42,1:01:43
308,e,1:01:43,1:01:44
308,o,1:01:44,1:01:45
309,a,1:01:45,1:01:46
309,e,1:01:46,1:01:47
309,h,1:01:47,1:01:48
309,b,1:01:48,1:01:49
309,k,1:01:49,1:01:50
309,f,1:01:50,1:01:51
309,d,1:01:51,1:01:52
309,n,1:01:52,1:01:53
309,o,1:01:53,1:01:54
310,a,1:01:54,1:01:55
310,c,1:01:55,1:01:56
310,b,1:01:56,1:01:57
310,e,1:01:57,1:01:58
310,j,1:01:58,1:01:59
310,h,1:01:59,1:02:00
310,k,1:02:00,1:02:01
310,f,1:02:01,1:02:02
310,d,1:02:02,1:02:03
310,d,1:02:03,1:02:04
310,n,1:02:04,1:02:05
310,e,1:02:05,1:02:06
310,o,1:02:06,1:02:07
311,a,1:02:07,1:02:08
311,c,1:02:08,1:02:09
311,b,1:02:09,1:02:10
311,j,1:02:10,1:02:11
311,g,1:02:11,1:02:12
311,i,1:02:12,1:02:13
311,h,1:02:13,1:02:14
311,f,1:02:14,1:02:15
311,l,1:02:15,1:02:16
311,e,1:02:16,1:02:17
311,n,1:02:17,1:02:18
311,e,1:02:18,1:02:19
311,o,1:02:19,1:02:20
312,a,1:02:20,1:02:21
312,j,1:02:21,1:02:22
312,i,1:02:22,1:02:23
312,c,1:02:23,1:02:24
312,e,1:02:24,1:02:25
312,h,1:02:25,1:02:26
312,c,1:02:26,1:02:27
312,c,1:02:27,1:02:28
312,f,1:02:28,1:02:29
312,d,1:02:29,1:02:30
312,e,1:02:30,1:02:31
312,n,1:02:31,1:02:32
312,e,1:02:32,1:02:33
312,o,1:02:33,1:02:34
313,a,1:02:34,1:02:35
313,c,1:02:35,1:02:36
313,e,1:02:36,1:02:37
313,h,1:02:37,1:02:38
313,b,1:02:38,1:02:39
313,g,1:02:39,1:02:40
313,f,1:02:40,1:02:41
313,d,1:02:41,1:02:42
313,d,1:02:42,1:02:43
313,n,1:02:43,1:02:44
313,o,1:02:44,1:02:45
314,a,1:02:45,1:02:46
314,e,1:02:46,1:02:47
314,g,1:02:47,1:02:48
314,d,1:02:48,1:02:49
314,f,1:02:49,1:02:50
314,k,1:02:50,1:02:51
314,n,1:02:51,1:02:52
314,o,1:02:52,1:02:53
315,a,1:02:53,1:02:54
315,b,1:02:54,1:02:55
315,e,1:02:55,1:02:56
315,h,1:02:56,1:02:57
315,k,1:02:57,1:02:58
315,d,1:02:58,1:02:59
315,f,1:02:59,1:03:00
315,n,1:03:00,1:03:01
315,o,1:03:01,1:03:02
316,a,1:03:02,1:03:03
316,e,1:03:03,1:03:04
316,h,1:03:04,1:03:05
316,c,1:03:05,1:03:06
316,i,1:03:06,1:03:07
316,f,1:03:07,1:03:08
316,e,1:03:08,1:03:09
316,d,1:03:09,1:03:10
316,e,1:03:10,1:03:11
316,n,1:03:11,1:03:12
316,m,1:03:12,1:03:13
316,o,1:03:13,1:03:14
317,a,1:03:14,1:03:15
317,c,1:03:15,1:03:16
317,e,1:03:16,1:03:17
317,c,1:03:17,1:03:18
317,d,1:03:18,1:03:19
317,e,1:03:19,1:03:20
317,h,1:03:20,1:03:21
317,g,1:03:21,1:03:22
317,d,1:03:22,1:03:23
317,f,1:03:23,1:03:24
317,d,1:03:24,1:03:25
317,n,1:03:25,1:03:26
317,o,1:03:26,1:03:27
318,a,1:03:27,1:03:28
318,e,1:03:28,1:03:29
318,b,1:03:29,1:03:30
318,c,1:03:30,1:03:31
318,h,1:03:31,1:03:32
318,c,1:03:32,1:03:33
318,j,1:03:33,1:03:34
318,f,1:03:34,1:03:35
318,e,1:03:35,1:03:36
318,d,1:03:36,1:03:37
318,d,1:03:37,1:03:38
318,n,1:03:38,1:03:39
318,e,1:03:39,1:03:40
318,o,1:03:40,1:03:41
319,a,1:03:41,1:03:42
319,j,1:03:42,1:03:43
319,e,1:03:43,1:03:44
319,c,1:03:44,1:03:45
319,d,1:03:45,1:03:46
319,e,1:03:46,1:03:47
319,d,1:03:47,1:03:48
319,f,1:03:48,1:03:49
319,m,1:03:49,1:03:50
